brand,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,enginePower,mileage,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Владение,id,motor,внедорожник,Безопасность,Салон,Мультимедиа,Комфорт,Обзор,Защита от угона,седан,хэтчбек,Элементы экстерьера,Прочее,лифтбек,купе,пикап,минивэн,компактвэн,универсал,родстер,кабриолет,фургон,микровэн,тарга,лимузин,model,car_id,url,price
13,2,1,2005,5,2020,2,230,146022,0,2,2,3,2,1,63417600,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37646990,https://novosibirsk.drom.ru/lexus/rx330/37646990.html,1050000
13,2,1,2008,5,2020,2,276,307000,0,2,2,0,2,1,0,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37751897,https://novosibirsk.drom.ru/lexus/rx350/37751897.html,
13,2,1,2005,5,2020,2,204,74565,0,2,2,2,2,1,409017600,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,30653037,https://novosibirsk.drom.ru/lexus/rx300/30653037.html,835000
13,2,1,2004,5,2020,2,234,94448,0,2,2,3,2,1,5443200,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37690824,https://novosibirsk.drom.ru/lexus/rx330/37690824.html,890000
13,2,1,2004,5,2020,2,233,105633,0,2,2,3,2,1,268099200,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37781097,https://barnaul.drom.ru/lexus/rx330/37781097.html,920000
13,2,1,2007,5,2020,2,276,90720,0,2,2,3,2,1,181872000,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,35788169,https://belokuriha.drom.ru/lexus/rx350/35788169.html,890000
13,2,1,2006,5,2020,2,276,132352,0,2,2,3,2,1,4406400,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37619695,https://gorno-altaysk.drom.ru/lexus/rx350/37619695.html,830000
13,2,1,2006,5,2020,2,276,307000,0,2,2,3,2,1,74390400,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37585914,https://yakutsk.drom.ru/lexus/rx350/37585914.html,700000
13,2,1,2008,5,2020,2,276,307000,0,2,2,3,2,1,34473600,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,36320000,https://novosibirsk.drom.ru/lexus/rx350/36320000.html,999000
13,2,1,2007,5,2020,2,276,307000,0,2,2,3,2,1,104544000,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,37777775,https://tayshet.drom.ru/lexus/rx350/37777775.html,920000
13,2,1,2008,5,2020,2,276,307000,0,2,2,3,2,1,16416000,25476,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,36998370,https://magadan.drom.ru/lexus/rx350/36998370.html,1050000
