brand,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,enginePower,mileage,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Владение,id,motor,внедорожник,Безопасность,Салон,Мультимедиа,Комфорт,Обзор,Защита от угона,седан,хэтчбек,Элементы экстерьера,Прочее,лифтбек,купе,пикап,минивэн,компактвэн,универсал,родстер,кабриолет,фургон,микровэн,тарга,лимузин,model,car_id,url,price
6,6,2,2006,4,2020,2,235,159071,2,2,2,3,2,1,3110400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,37775598,https://sevastopol.drom.ru/mercedes-benz/s-class/37775598.html,800000
6,6,2,2006,4,2020,2,235,172741,2,2,2,3,2,1,88473600,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,37153090,https://sevastopol.drom.ru/mercedes-benz/s-class/37153090.html,549000
6,6,2,2006,4,2019,2,224,161557,2,2,2,3,2,1,34646400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,36602373,https://novosibirsk.drom.ru/mercedes-benz/e-class/36602373.html,700000
6,6,1,2006,4,2019,2,272,156586,2,2,2,3,2,1,14601600,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,34399199,https://sochi.drom.ru/mercedes-benz/cls-class/34399199.html,540000
6,6,1,2006,4,2019,2,272,183305,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,35792835,https://biysk.drom.ru/mercedes-benz/s-class/35792835.html,1020000
6,6,1,2006,4,2019,2,204,157207,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,34539289,https://novosibirsk.drom.ru/mercedes-benz/c-class/34539289.html,650000
6,6,1,2006,4,2019,2,231,167770,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,34656897,https://krasnodar.drom.ru/mercedes-benz/e-class/34656897.html,520000
6,6,2,2006,4,2019,2,235,187033,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,34897300,https://gurzuf.drom.ru/mercedes-benz/s-class/34897300.html,897000
6,6,1,2006,4,2019,2,231,170877,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,34240202,https://krasnodar.drom.ru/mercedes-benz/e-class/34240202.html,650000
6,6,1,2006,4,2019,2,272,180198,2,2,2,3,2,1,55382400,19461,3.0,0,2,10,3,6,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,280,33825651,https://tyumen.drom.ru/mercedes-benz/s-class/33825651.html,770000
